MovieID,UserCount
3885,26
1490,26
554,26
3573,26
3562,26
2674,26
2187,26
1767,26
2441,26
1880,26
3924,26
3665,26
1572,26
184,26
1063,26
3568,26
3939,26
392,25
1496,25
2678,25
3171,25
3349,25
2483,25
2128,25
2785,25
659,25
2305,25
1814,25
3830,25
3106,25
3847,25
2293,25
2767,25
1328,25
2586,25
841,25
3306,24
1533,24
3721,24
1458,24
274,24
2256,24
3192,24
867,24
3309,24
3473,24
430,24
2743,24
3902,24
3756,24
877,24
3776,24
1679,24
767,24
1511,24
478,24
3874,24
1857,24
1406,24
148,23
961,23
1426,23
3415,23
570,23
669,23
1076,23
2397,23
1325,23
2737,23
3935,23
967,23
1570,23
2843,23
298,23
1067,23
3345,23
3402,23
1725,23
3749,22
3488,22
3941,22
2047,22
1324,22
1455,22
2873,22
2800,22
1671,22
1421,22
2715,22
219,22
1728,22
1879,22
2189,21
2227,21
3670,21
1822,21
1335,21
2837,21
3894,21
3832,21
1509,21
84,21
1893,21
2074,21
287,21
3532,21
525,21
1437,21
573,21
1933,21
876,21
3162,21
331,21
633,20
3313,20
831,20
2809,20
3862,20
992,20
2158,20
2292,20
1692,20
1846,20
1632,20
2691,20
3637,20
3092,20
2157,20
2164,20
3854,20
1657,20
960,20
1662,20
2865,20
1000,20
1412,20
389,20
645,20
1666,20
3848,20
2201,20
3775,20
2897,20
3344,20
3464,20
1163,19
626,19
1055,19
1770,19
178,19
359,19
2211,19
3161,19
1494,19
1549,19
2512,19
2350,19
2452,19
638,19
3585,19
336,19
251,18
2056,18
3121,18
3645,18
1087,18
3047,18
3465,18
394,18
1501,18
2544,18
1168,18
3880,18
2175,18
146,18
283,18
2834,18
771,18
2509,18
2923,17
3490,17
375,17
1493,17
1170,17
1651,17
2185,17
3757,17
1807,17
3574,17
2257,17
563,17
2534,17
197,17
3139,17
2904,17
1116,17
3644,17
1853,17
2913,17
617,17
1565,17
2740,17
2963,17
1990,16
974,16
3817,16
1504,16
3474,16
1144,16
3625,16
3333,16
3137,16
649,16
3933,16
3860,16
131,16
3050,16
3611,15
1574,15
3940,15
3283,15
189,15
1520,15
2298,15
1989,15
3351,15
2981,15
751,15
2101,15
2388,15
3883,15
2415,15
2008,15
681,15
3374,15
1154,15
2079,14
3025,14
2775,14
1349,14
2824,14
2246,14
1575,14
1423,14
1153,14
1450,14
807,14
567,14
124,14
3581,14
1656,14
212,14
2627,14
1898,14
3492,14
2773,14
2776,13
3796,13
137,13
2998,13
2466,13
2768,13
3419,13
1811,13
754,13
1793,13
1121,13
1850,13
503,13
958,13
1313,13
129,13
1502,13
3850,13
228,13
3642,13
561,13
119,13
566,13
632,13
3853,13
96,13
3563,13
1715,13
411,13
2636,13
2754,12
128,12
3495,12
925,12
397,12
2964,12
2892,12
2545,12
3867,12
769,12
3640,12
3437,12
106,12
1817,12
864,12
2215,12
1117,12
3058,12
2326,12
3878,12
75,12
200,12
3335,12
2914,11
1743,11
939,11
3116,11
1878,11
2281,11
2197,11
1539,11
114,11
2854,11
1058,11
3215,11
1038,11
2221,11
2658,11
2830,11
1675,11
2695,11
3777,11
1864,11
245,11
1383,11
2632,11
2342,11
1531,11
962,11
243,10
385,10
2209,10
2962,10
2675,10
860,10
2219,10
2191,10
3570,10
1749,10
3012,10
2994,10
1181,10
2783,10
2855,10
793,10
3463,10
703,10
3486,10
863,10
3892,10
2931,10
1899,10
3282,10
244,10
2839,10
1872,10
2156,9
3149,9
3140,9
618,9
3636,9
2569,9
3410,9
614,9
2933,9
3803,9
3944,9
2503,9
56,9
726,9
1567,9
811,9
3648,9
2984,9
2562,9
2486,9
652,9
1891,9
1436,9
775,9
993,9
755,9
2200,8
3026,8
406,8
3905,8
1026,8
2464,8
598,8
854,8
37,8
59,8
3154,8
136,8
1780,8
3592,8
2234,8
2207,8
526,8
53,8
874,8
1444,8
1002,8
664,8
2129,8
1782,8
2063,8
3523,8
2831,8
560,8
3003,8
3641,8
2317,8
2332,8
2814,8
1522,7
1718,7
844,7
1890,7
2192,7
1311,7
2911,7
3027,7
1486,7
1720,7
2244,7
2304,7
1849,7
2705,7
2850,7
1543,7
1514,7
630,7
3533,7
1138,7
108,7
1659,7
2760,7
1420,7
2061,7
2765,7
2673,7
2487,7
3891,7
3818,7
847,7
1903,6
2833,6
3166,6
972,6
732,6
3001,6
2602,6
3056,6
1519,6
1384,6
310,6
1685,6
3303,6
90,6
815,6
3778,6
3657,6
1160,6
3666,6
2242,6
1538,6
966,6
3292,6
3866,6
1532,6
1534,6
98,6
3207,5
1930,5
2930,5
2777,5
2444,5
1369,5
698,5
3443,5
2608,5
2679,5
1071,5
1040,5
2934,5
2557,5
3245,5
3346,5
3184,5
1796,5
1664,5
559,5
1901,5
1164,5
2631,5
3652,5
264,5
167,5
2233,5
2538,5
1433,5
3293,5
1636,5
3232,5
3875,5
1098,5
1471,5
1174,5
1741,5
980,5
1622,5
3876,4
1871,4
1877,4
2823,4
776,4
2887,4
757,4
2172,4
1102,4
3205,4
3322,4
2960,4
1149,4
749,4
33,4
2825,4
820,4
1652,4
682,4
67,4
3887,4
1561,4
3595,4
1886,4
696,4
834,4
823,4
404,4
3288,4
3472,4
1553,4
2999,4
2623,4
3609,4
2578,4
756,4
3314,4
2299,4
981,4
2955,4
3378,4
985,4
2358,4
2127,4
2685,4
3352,3
2821,3
853,3
744,3
796,3
3123,3
734,3
666,3
1315,3
3373,3
3899,3
2510,3
623,3
3242,3
787,3
3216,3
120,3
3575,3
687,3
1039,3
3603,3
3187,3
643,3
3631,3
729,3
3762,3
3800,3
2576,3
3407,3
2869,3
3119,3
3522,3
3126,3
3482,3
3772,3
3136,3
3380,3
3621,3
634,3
2223,3
1861,3
1107,3
3353,2
1434,2
3413,2
582,2
3294,2
439,2
821,2
2258,2
2480,2
977,2
1548,2
712,2
3748,2
690,2
2591,2
3057,2
3485,2
192,2
3888,2
1145,2
1773,2
2343,2
3084,2
884,2
3085,2
1555,2
1134,2
889,2
789,2
1364,2
657,2
975,2
138,2
1139,2
3377,2
1133,2
3601,2
1510,2
2198,2
3228,2
578,2
3305,2
3687,2
791,2
1795,2
706,2
1905,2
2309,2
3131,2
2251,2
895,2
1558,2
3233,2
2543,2
134,2
1787,2
660,2
887,2
572,2
1360,2
2895,2
607,2
1868,2
3651,2
591,2
1070,2
557,2
3212,2
1142,2
130,2
3828,2
1851,2
3236,2
2811,2
827,2
3336,2
1062,2
3517,2
679,2
3337,2
3295,2
3542,2
3381,2
401,2
530,2
672,2
1528,2
1842,2
3493,2
2563,1
3220,1
3151,1
142,1
3890,1
1470,1
2584,1
684,1
3656,1
814,1
3290,1
1709,1
3530,1
1579,1
311,1
3291,1
2235,1
2484,1
2845,1
2909,1
843,1
3277,1
2556,1
286,1
1815,1
1386,1
717,1
3722,1
655,1
865,1
2039,1
1764,1
584,1
3376,1
792,1
989,1
2218,1
3779,1
3229,1
3202,1
763,1
1830,1
1430,1
1316,1
642,1
758,1
2619,1
774,1
3172,1
3209,1
3458,1
644,1
398,1
790,1
1115,1
1915,1
872,1
1852,1
3881,1
3312,1
1908,1
402,1
3382,1
624,1
2214,1
1714,1
1724,1
658,1
226,1
3460,1
701,1
1165,1
601,1
3607,1
545,1
826,1
641,1
2438,1
3647,1
730,1
396,1
2308,1
3321,1
2213,1
139,1
3280,1
2703,1
127,1
3323,1
1118,1
576,1
2254,1
1832,1
3237,1
859,1
2592,1
3315,1
878,1
133,1
1820,1
3904,1
868,1
2742,1
1843,1
579,1
3065,1
2277,1
3164,1
2226,1
3297,1
3842,1
2217,1
651,1
1630,1
